"Ensembl","GeneName","GSM776959","GSM776960","GSM776961","GSM776962","GSM776963","GSM776964","GSM776965","GSM776966","GSM776971","GSM776972","GSM776973","GSM776974"
"ENSG00000143401","ANP32E","779.2","1054","748.4","541","524.5","627.4","439.9","745.3","286.3","292","238.5","425.7"
"ENSG00000166925","TSC22D4","116.3","58.1","12.4","8.6","86.4","28.3","111.1","102.7","49.3","64.8","12.3","94"
"ENSG00000010310","GIPR","10.9","11.9","31.4","4.8","4.9","5.9","18.6","7.5","31","53.4","67.2","3.8"
"ENSG00000170848","PSG6","74","81.9","58.2","29","56.1","26.3","92.6","69","34.5","37.6","47.5","68.2"
"ENSG00000005189","REXO5","103.5","78.6","100.5","26.6","105.6","110.5","53.8","115.6","40.4","49.5","102.8","57.3"
"ENSG00000126895","AVPR2","11.6","30.6","4.7","41.9","9.9","4.2","1.8","8.3","6.9","4.1","11.8","6.1"
"ENSG00000104973","MED25","23.6","13.4","64.3","58","20.1","8.8","13.6","10.5","11.3","31.7","94.9","19.9"
"ENSG00000110047","EHD1","59.4","250.2","86.4","189.1","307.8","261.1","525.1","278.2","151.2","145.8","524.7","390.4"
"ENSG00000151846","PABPC3","23467.7","16726.4","18111.5","21217","11786.2","14476.1","10590.9","11013.3","11178.9","8430.1","19017.7","11482.5"
"ENSG00000143319","ISG20L2","267.9","411.1","410.2","289.6","203.8","299.8","440.6","132.4","331.1","366.6","377.8","232.1"
"ENSG00000107938","EDRF1","71.6","51.2","8.9","23.9","49.4","5.9","24","21.9","25.1","29.8","35.8","16.4"
"ENSG00000111885","MAN1A1","65.3","56.3","73.8","68.1","70.3","81.6","54.9","80.4","80.8","58.8","76.1","65.4"
"ENSG00000001497","LAS1L","536.9","470.9","244","158.9","177.2","125.5","168.7","371.6","255.8","221.5","187.3","316.1"
"ENSG00000205534","SMG1P2","156.3","117.8","145","56.4","79.2","101.3","126.3","57.7","90.1","79.9","108.6","60.9"
"ENSG00000183604","SMG1P5","156.3","117.8","145","56.4","79.2","101.3","126.3","57.7","90.1","79.9","108.6","60.9"
"ENSG00000184635","ZNF93","131.5","121.5","74.6","88.1","95","226.5","42.1","84.3","82.8","113.1","239.8","94.2"
"ENSG00000151490","PTPRO","27.4","69.2","57.1","27.9","119.3","105.6","39.7","43.3","15","24.8","3.4","27"
"ENSG00000278306","KIR2DS3","4","72","2.6","5.7","9.8","3.3","5.4","5.2","8.1","3.3","5.2","4.5"
"ENSG00000277163","KIR2DS3","4","72","2.6","5.7","9.8","3.3","5.4","5.2","8.1","3.3","5.2","4.5"
"ENSG00000182674","KCNB2","5.5","26.6","52.2","30.2","5.6","12.9","21.6","7.1","11.7","7.3","9.1","23.7"
"ENSG00000135622","SEMA4F","40.5","23.1","19.8","43.9","37.7","67.3","51.3","58.1","55.1","39","81.2","114.1"
"ENSG00000108242","CYP2C18","5.4","38.3","24.2","30.8","3.9","10.3","4.1","3.8","1.5","3.8","9.1","3.7"
"ENSG00000171150","SOCS5","674.2","613.4","700.9","676.7","1190","1230.1","1444.2","1557.5","2197.9","1602.6","1085.8","1139.2"
"ENSG00000159216","RUNX1","110.9","27.2","38.8","53.2","56.4","31.1","76.3","75.8","64","63.4","112.4","82.7"
"ENSG00000059377","TBXAS1","49.3","56.8","44","54.6","17.9","27","10.3","7","17.2","31.8","8.5","16"
"ENSG00000124212","PTGIS","60.6","70.2","153.9","99.7","90.2","304.3","20.6","20.9","126.6","63.8","67.4","33"
"ENSG00000226618","PRRC2A","187","76.2","70.5","74","156.4","104.4","159.6","149.6","107.3","184","144.7","279.8"
"ENSG00000206427","PRRC2A","187","76.2","70.5","74","156.4","104.4","159.6","149.6","107.3","184","144.7","279.8"
"ENSG00000225164","PRRC2A","187","76.2","70.5","74","156.4","104.4","159.6","149.6","107.3","184","144.7","279.8"
"ENSG00000225748","PRRC2A","187","76.2","70.5","74","156.4","104.4","159.6","149.6","107.3","184","144.7","279.8"
"ENSG00000231825","PRRC2A","187","76.2","70.5","74","156.4","104.4","159.6","149.6","107.3","184","144.7","279.8"
"ENSG00000204469","PRRC2A","187","76.2","70.5","74","156.4","104.4","159.6","149.6","107.3","184","144.7","279.8"
"ENSG00000231370","PRRC2A","187","76.2","70.5","74","156.4","104.4","159.6","149.6","107.3","184","144.7","279.8"
"ENSG00000242221","PSG2","37.1","23.1","20.6","2.2","75.3","1.7","26.9","32.2","39","2.2","47.6","47"
"ENSG00000263072","ZNF213-AS1","39.8","32.5","29.7","41.8","24.3","19.3","26.8","27.1","14.9","34.9","10.2","25.7"
"ENSG00000213020","ZNF611","694.8","338.1","332","309.6","311.7","250.7","284.4","351.9","333.8","197","357.5","259.3"
"ENSG00000184502","GAST","42.9","50.2","6.2","44.8","63.8","12.4","41.8","51.7","19.6","6","10.7","61.9"
"ENSG00000171962","DRC3","157.9","101.1","124.4","111.3","90.7","69","69.2","96.4","144.7","73","176.4","105"
"ENSG00000129932","DOHH","317","258.4","320.6","372.5","258.5","193.3","352.4","311.9","273.4","301.6","191.3","175.9"
"ENSG00000181562","EDDM3A","10.9","8.5","3.8","29","8.5","14.5","2.5","5","2.5","10.6","29.3","31.4"
"ENSG00000116205","TCEANC2","60.7","59.5","43.6","20.8","37","61.9","19.8","51.9","40.1","27.4","34.5","34.6"
"ENSG00000106066","CPVL","382.4","355.3","521.3","732.7","47.8","1.9","36","7.1","24.1","49.9","31","3.4"
"ENSG00000138115","CYP2C8","21.8","53.4","42.6","3.4","5.2","10.1","16","3.8","33.7","0.7","39.9","19.2"
"ENSG00000264424","MYH4","46.5","48.4","2.5","21.9","11.1","36.7","2.7","9.1","1","1.1","24.4","6.2"
"ENSG00000214826","DDX12P","268.1","292.3","159.3","157","55.4","69.2","114.6","159.9","6.8","5.7","22.6","98"
"ENSG00000013573","DDX11","268.1","292.3","159.3","157","55.4","69.2","114.6","159.9","6.8","5.7","22.6","98"
"ENSG00000111788","AC009533.1","268.1","292.3","159.3","157","55.4","69.2","114.6","159.9","6.8","5.7","22.6","98"
"ENSG00000100201","DDX17","165.5","196.7","75","41.9","127.6","83.9","113.4","135.6","135.9","217.7","228.6","157.5"
"ENSG00000165732","DDX21","3650.2","4299.2","2242.2","1473.5","2905.8","2346.7","3123.8","2944.4","2938.6","2834.5","2116.8","3175.1"
"ENSG00000086570","FAT2","1120.4","576.5","605.8","52.6","84.4","167.1","169.6","29.3","1.8","43.3","41.4","25.7"
"ENSG00000261150","EPPK1","101.3","199.2","98.4","80.7","43.1","2.1","26.5","52.9","28.9","6.4","52.7","32.5"
"ENSG00000141447","OSBPL1A","1511.3","1190.9","2163.6","3033.4","1310","1511.4","1014.2","1369.8","1844.1","1334.8","1097.2","1394.5"
"ENSG00000265750","AC090772.3","1511.3","1190.9","2163.6","3033.4","1310","1511.4","1014.2","1369.8","1844.1","1334.8","1097.2","1394.5"
"ENSG00000108846","ABCC3","21.1","22.7","52.9","12","312","263.5","145.2","363.9","56.8","139","71.3","114.9"
"ENSG00000006025","OSBPL7","28.3","43.6","10.3","9.1","35.1","6.3","5.4","11.6","3.4","22","35.7","42.3"
"ENSG00000124334","IL9R","3.4","8.2","11.7","3.9","17.7","4.9","12.3","6.5","18.7","16.1","11.5","3.1"
"ENSG00000226942","IL9RP3","3.4","8.2","11.7","3.9","17.7","4.9","12.3","6.5","18.7","16.1","11.5","3.1"
"ENSG00000112812","PRSS16","99.6","95.3","41.2","53.1","6.8","34.2","4.6","2.9","31.7","18","37.9","1.4"
"ENSG00000133063","CHIT1","3","15.2","1.9","3.7","8.8","2.3","10.3","5.6","2.8","3","24.6","5.8"
"ENSG00000050628","PTGER3","56.2","39.1","30.9","94.8","61.3","32.2","51.8","3.4","42","37.6","32.6","55.3"
"ENSG00000225130","TRIM31","6.2","4.9","1.4","26.2","28.9","3.6","14.3","40.1","2","5.1","15.3","19.8"
"ENSG00000224542","TRIM31","6.2","4.9","1.4","26.2","28.9","3.6","14.3","40.1","2","5.1","15.3","19.8"
"ENSG00000233573","TRIM31","6.2","4.9","1.4","26.2","28.9","3.6","14.3","40.1","2","5.1","15.3","19.8"
"ENSG00000226402","TRIM31","6.2","4.9","1.4","26.2","28.9","3.6","14.3","40.1","2","5.1","15.3","19.8"
"ENSG00000223531","TRIM31","6.2","4.9","1.4","26.2","28.9","3.6","14.3","40.1","2","5.1","15.3","19.8"
"ENSG00000137397","TRIM31","6.2","4.9","1.4","26.2","28.9","3.6","14.3","40.1","2","5.1","15.3","19.8"
"ENSG00000204616","TRIM31","6.2","4.9","1.4","26.2","28.9","3.6","14.3","40.1","2","5.1","15.3","19.8"
"ENSG00000224168","TRIM31","6.2","4.9","1.4","26.2","28.9","3.6","14.3","40.1","2","5.1","15.3","19.8"
"ENSG00000171855","IFNB1","2.4","27.4","1.9","2.8","7.2","4.4","2.7","29.7","2.5","3.3","2","3.5"
"ENSG00000169249","ZRSR2","371.8","484","531.7","473.3","362","539.7","334.6","260.5","458.4","364.5","453.2","273"
"ENSG00000152592","DMP1","1.8","4.6","1","2.4","0.9","17.4","0.8","1.7","1.6","2.5","2","13.3"
"ENSG00000131183","SLC34A1","20.7","34.1","15.7","38.4","80.9","6.7","21.4","28","9","5.3","48.7","38.5"
"ENSG00000038382","TRIO","267.7","321.7","386.7","743.7","514","856.3","876.7","418.6","390.5","619","253.8","513.6"
"ENSG00000243772","KIR2DL3","38.7","15.5","2.9","3.2","48.5","7.9","16.3","28.3","21.1","4","6.3","33.8"
"ENSG00000125498","KIR2DL1","38.7","15.5","2.9","3.2","48.5","7.9","16.3","28.3","21.1","4","6.3","33.8"
"ENSG00000158406","HIST1H4H","79","49.3","52","42.6","69.3","48.7","43.2","63.8","6.9","60.9","30.7","68.3"
"ENSG00000147885","IFNA16","9.9","5.3","25.1","4.8","3.2","2.2","22.9","31.8","13.2","51.5","30.7","24.3"
"ENSG00000228083","IFNA14","9.9","5.3","25.1","4.8","3.2","2.2","22.9","31.8","13.2","51.5","30.7","24.3"
"ENSG00000169836","TACR3","1.5","32.3","6.4","9.2","21.8","9.6","11","33.2","4.7","12.1","32.4","7"
"ENSG00000160218","TRAPPC10","173.3","146.3","146.4","100.7","146.3","107.4","118","196.5","84.9","102.5","69.2","120.9"
"ENSG00000280433","FP565260.7","173.3","146.3","146.4","100.7","146.3","107.4","118","196.5","84.9","102.5","69.2","120.9"
"ENSG00000079435","LIPE","74.1","7.2","9.7","36.3","43","9","8.8","27","9.7","26.4","52.9","68"
"ENSG00000171403","KRT9","32.3","31.4","28.4","49.3","17","29.8","17.7","65.7","60.8","9.2","75.1","47.2"
"ENSG00000137474","MYO7A","6.1","5.8","3","9.1","9","4.2","3.9","12.6","7.9","3.5","18.8","6.2"
"ENSG00000105699","LSR","118.9","159.1","51.7","59.6","47.3","17.2","18.7","43.2","17.9","2.8","25.4","8.5"
"ENSG00000243137","PSG4","88.8","9.7","17.6","26.1","65.7","8","10.1","7.3","3.4","28.5","28.9","54.4"
"ENSG00000145839","IL9","2.8","25.3","8.4","2.2","2.8","1","25.5","19.1","37.8","10.6","28.9","6.5"
"ENSG00000115145","STAM2","8.4","69.8","34.5","21","11.9","16.8","50.2","23.3","22.4","38.2","43","62"
"ENSG00000155657","TTN","6.9","6.3","32.7","25.7","20","47.9","14.4","3.6","4.1","4.2","40.1","14.2"
"ENSG00000131196","NFATC1","94","20.4","37.4","34.7","54.9","11.1","36.8","31.3","20.4","5.3","31.7","43.1"
"ENSG00000221957","KIR2DS4","31.3","14.7","9.3","59.9","47","2.5","8.9","7.6","23.2","44.6","59.3","66.1"
"ENSG00000198081","ZBTB14","42","32.9","15","3.2","103.6","5.8","43.9","67.8","37.5","47.5","15.9","43.2"
"ENSG00000043143","JADE2","79.5","32.1","6","34.3","62.9","5.7","10.3","25.7","20.6","8.7","4.1","15.2"
"ENSG00000182533","CAV3","95.8","4.6","7.7","13.3","30","55.8","41.5","31.5","61.8","8.3","5.8","9.6"
"ENSG00000204961","PCDHA9","13.1","5.6","48.1","29.1","44","19.2","51.8","8","17.3","58.6","81.4","77"
"ENSG00000068831","RASGRP2","27.3","21.3","45.5","32.6","16.1","6.9","2.6","15.7","17.7","9.7","69.2","24.7"
"ENSG00000006788","MYH13","26","60.1","6.3","46.2","8.6","8.6","14.6","3.5","18.1","10.1","28.6","26.1"
"ENSG00000123843","C4BPB","8","3.9","5.6","30.1","18.9","14.3","7.4","20","6.9","13.2","11","23.7"
"ENSG00000130368","MAS1","52.9","4.6","20","2.7","28.9","2.2","12.2","19.7","1.4","4","9.3","22.8"
"ENSG00000171094","ALK","19.1","35.1","37.8","25.9","27.2","55.2","23.1","2.2","34.5","29.4","26.8","28.7"
"ENSG00000169282","KCNAB1","9.4","43.6","22.4","5.7","29.7","6.9","3","4.2","4.6","18.9","15.6","22.1"
"ENSG00000043591","ADRB1","5.6","43.4","6.3","23.2","20.1","2.6","4.4","9.8","4.9","1.2","9.4","4.2"
"ENSG00000276825","DRD4","6.5","5.8","2","7.5","7.9","2.3","4","3.7","19.7","11.3","2.8","4.3"
"ENSG00000069696","DRD4","6.5","5.8","2","7.5","7.9","2.3","4","3.7","19.7","11.3","2.8","4.3"
"ENSG00000108813","DLX4","183.4","177.7","179.3","67.4","69.8","34.7","6.2","26.6","10","26.7","52.7","21.2"
"ENSG00000111886","GABRR2","5.3","47.4","27.9","61.8","8.8","40.3","21","36.9","29.9","13.5","81","52.9"
"ENSG00000099721","AMELY","68.7","51.7","25.3","13.2","34.4","12.4","21.5","28.7","13.2","36","23.2","57.7"
"ENSG00000187122","SLIT1","32.3","58","3.7","23.1","70.5","47.5","12.5","45.1","41.8","27.9","50.8","10.2"
"ENSG00000120094","HOXB1","18.5","27.2","23.6","27.9","48.5","5.2","15.9","72.2","40.4","37","28.2","21.5"
"ENSG00000134438","RAX","18.1","13.3","7.6","7.1","28.1","5.6","4.5","11.4","5.5","3.6","14.7","3.5"
"ENSG00000152785","BMP3","33.7","39.5","2","4.4","57.8","30.8","4","11.6","2.3","26.1","27","13.5"
"ENSG00000232159","RAB9BP1","1.9","8.8","1.3","9.5","19.4","13.9","1.9","3.2","26.9","17","4.8","20.9"
"ENSG00000275745","RF00019","1174.7","513.6","742.7","720.5","312","448.7","418.1","332.4","694","300","751.1","318.7"
"ENSG00000261519","AC010542.4","1174.7","513.6","742.7","720.5","312","448.7","418.1","332.4","694","300","751.1","318.7"
"ENSG00000281708","ERC2-IT1","7.9","17.3","19.9","39.1","5.5","6.2","20.6","6.3","44.9","6.9","52.9","46.5"
"ENSG00000084234","APLP2","4262","2622.1","3049.6","3861.9","5972.5","1549.1","5303","6918.7","6455.3","7394.6","3102.8","6119.6"
"ENSG00000088451","TGDS","939.7","767.2","862.1","329.8","263.6","322.7","193.5","252.3","327.4","221.5","135.4","203.1"
"ENSG00000187908","DMBT1","127.1","133","120","106.9","8.1","69.3","40.4","7.1","61.6","27.8","80.1","67.2"
"ENSG00000116396","KCNC4","92","26","41.3","11.9","23.1","13.7","13.9","89.2","4.1","4.6","3.9","37.6"
"ENSG00000122863","CHST3","47.4","5.3","14.1","3.8","4.3","4.3","6.5","36.6","3.4","2.3","56.5","6.2"
"ENSG00000105366","SIGLEC8","90","6.6","36.2","9.7","6.1","26.7","61.5","51.2","3.3","3.8","4.3","6"
"ENSG00000105701","FKBP8","43.7","74.5","49.2","27.8","40.4","50.8","156.2","80.2","101.2","144.1","88.7","159.9"
"ENSG00000099617","EFNA2","13.2","12.6","40.3","45.3","13.2","41.5","7.1","22.6","7.1","26.1","84.6","34.2"
"ENSG00000231924","PSG1","6.8","21.3","4.1","2.7","16.1","5.9","4.2","11.1","3.2","4.4","26.5","7.5"
"ENSG00000185340","GAS2L1","11.4","5","3.2","18.6","15.8","4.6","9.5","13.5","7.7","18.4","4","12"
"ENSG00000198049","AVPR1B","12.9","55.5","20.8","82.4","15","15.5","12.8","15.1","26.2","12.9","21.8","11.1"
"ENSG00000103313","MEFV","66.1","44.7","18.7","9.3","86.1","51.8","30.8","39.5","46.3","11.2","42.5","40.8"
"ENSG00000104131","EIF3J","473.6","639.1","495.2","300.6","478.1","444.5","420.5","434.3","473.4","300.7","516.8","374"
"ENSG00000042304","C2orf83","5.9","5.5","3.8","24.2","2.6","10.1","4.1","7.4","18","8.7","30.6","2.5"
"ENSG00000250733","C8orf17","36.6","3.9","1.5","1.6","17","10","15.2","33.9","27.5","19.1","35.8","32.8"
"ENSG00000274348","TRPV5","58.6","16.3","5.6","35","38.1","7.6","13.2","10.1","37.7","14","68.5","16.9"
"ENSG00000127412","TRPV5","58.6","16.3","5.6","35","38.1","7.6","13.2","10.1","37.7","14","68.5","16.9"
"ENSG00000218823","PAPOLB","75.3","17","1.7","7.5","5.4","1.2","4.3","7.1","4.6","5.1","7.8","2.6"
"ENSG00000262180","OCLM","68.2","90.7","50.2","33","56.4","66.9","8.5","17","6.9","9.6","53.7","17.9"
"ENSG00000171794","UTF1","15.6","59.7","6.4","29.5","64.8","31.1","43.3","34.3","37.8","8.8","109.4","67.6"
"ENSG00000107859","PITX3","11.6","19.2","4.3","62.3","12","14.1","5.9","11.6","5.5","6.4","7.9","17.4"
"ENSG00000241322","CDRT1","6.1","8.4","2","39.5","7.8","7.6","8.9","4.1","2.5","8.3","3.9","27"
"ENSG00000188269","OR7A5","73.6","71","25.6","116","59.2","14.1","20.3","27.7","30.5","34.2","1.9","44.3"
"ENSG00000204531","POU5F1","75.7","49.2","3.7","7.7","73.2","12.1","40.9","61.7","34.8","12","41.7","11.7"
"ENSG00000230336","POU5F1","75.7","49.2","3.7","7.7","73.2","12.1","40.9","61.7","34.8","12","41.7","11.7"
"ENSG00000206454","POU5F1","75.7","49.2","3.7","7.7","73.2","12.1","40.9","61.7","34.8","12","41.7","11.7"
"ENSG00000212993","POU5F1B","75.7","49.2","3.7","7.7","73.2","12.1","40.9","61.7","34.8","12","41.7","11.7"
"ENSG00000229094","POU5F1","75.7","49.2","3.7","7.7","73.2","12.1","40.9","61.7","34.8","12","41.7","11.7"
"ENSG00000235068","POU5F1","75.7","49.2","3.7","7.7","73.2","12.1","40.9","61.7","34.8","12","41.7","11.7"
"ENSG00000237582","POU5F1","75.7","49.2","3.7","7.7","73.2","12.1","40.9","61.7","34.8","12","41.7","11.7"
"ENSG00000233911","POU5F1","75.7","49.2","3.7","7.7","73.2","12.1","40.9","61.7","34.8","12","41.7","11.7"
"ENSG00000206504","HCG9","50.1","4.5","39.4","25.9","54.8","7.9","10.1","9.1","6.3","13.2","8","28.4"
"ENSG00000237812","HCG9","50.1","4.5","39.4","25.9","54.8","7.9","10.1","9.1","6.3","13.2","8","28.4"
"ENSG00000227647","HCG9","50.1","4.5","39.4","25.9","54.8","7.9","10.1","9.1","6.3","13.2","8","28.4"
"ENSG00000204625","HCG9","50.1","4.5","39.4","25.9","54.8","7.9","10.1","9.1","6.3","13.2","8","28.4"
"ENSG00000236579","HCG9","50.1","4.5","39.4","25.9","54.8","7.9","10.1","9.1","6.3","13.2","8","28.4"
"ENSG00000234599","HCG9","50.1","4.5","39.4","25.9","54.8","7.9","10.1","9.1","6.3","13.2","8","28.4"
"ENSG00000234313","HCG9","50.1","4.5","39.4","25.9","54.8","7.9","10.1","9.1","6.3","13.2","8","28.4"
"ENSG00000276582","ABCB11","2.1","2.5","2.2","7.1","9.6","7.5","16","3.9","1.9","2","4.5","4.4"
"ENSG00000073734","ABCB11","2.1","2.5","2.2","7.1","9.6","7.5","16","3.9","1.9","2","4.5","4.4"
"ENSG00000100664","EIF5","696.5","2054.7","1027.2","581","1211","1420.5","1422.2","954.5","610.4","871.4","515.9","872.7"
"ENSG00000180176","TH","52.7","56.4","2.1","32.8","57.8","117.3","32.2","58.3","38.7","20","5.1","21.5"
"ENSG00000163217","BMP10","30.4","25","24.9","3.1","16.4","27.5","2.2","29.5","30.6","38.1","8.6","43.4"
"ENSG00000145779","TNFAIP8","1262.5","1691.5","923.3","411.2","1140.6","806.3","360.1","910.7","656.1","397","936.8","459.9"
"ENSG00000067208","EVI5","7.9","47.9","63.3","48.4","6.5","19.1","13.2","5.4","39.2","21.5","14","30.7"
"ENSG00000100346","CACNA1I","62.2","97.6","73.5","5.1","105.3","7.8","46.6","25.9","60.2","42.9","51.1","65.1"
"ENSG00000080031","PTPRH","57.3","32.8","19.7","52.5","35.4","30.5","39.1","55","13","6.8","5.7","44.3"
"ENSG00000269318","AC007292.2","11.3","21.1","13.3","2.9","63.6","50.7","39","50.3","34.5","22.3","55","39.4"
"ENSG00000158497","HMHB1","54.1","21","25.9","45.2","30.5","18.4","31.4","24.4","14.5","9.9","54.3","21.8"
"ENSG00000205755","CRLF2","9.3","14.2","24.3","7","5.4","10.8","6.9","19","4.1","7.6","7","19.7"
"ENSG00000183625","CCR3","27.8","5.8","5.9","3.7","3.9","4.4","1.9","26","1.6","1.7","2.8","6.4"
"ENSG00000082175","PGR","3.3","2.6","1.6","6.2","31.3","9.4","49.4","9.1","2.7","15.2","75.6","44.9"
"ENSG00000228080","HLA-DRB1","3082.9","4279.4","9547.7","9922.7","16.2","49.1","77.7","11.4","33.4","25.2","36.1","62"
"ENSG00000242389","RBMY1E","6.4","4.7","2.5","5.8","3.4","4.6","5.3","5.2","1.6","5","10.8","18.3"
"ENSG00000234414","RBMY1A1","6.4","4.7","2.5","5.8","3.4","4.6","5.3","5.2","1.6","5","10.8","18.3"
"ENSG00000242875","RBMY1B","6.4","4.7","2.5","5.8","3.4","4.6","5.3","5.2","1.6","5","10.8","18.3"
"ENSG00000226941","RBMY1J","6.4","4.7","2.5","5.8","3.4","4.6","5.3","5.2","1.6","5","10.8","18.3"
"ENSG00000244395","RBMY1D","6.4","4.7","2.5","5.8","3.4","4.6","5.3","5.2","1.6","5","10.8","18.3"
"ENSG00000169811","RBMY1HP","6.4","4.7","2.5","5.8","3.4","4.6","5.3","5.2","1.6","5","10.8","18.3"
"ENSG00000169800","RBMY1F","6.4","4.7","2.5","5.8","3.4","4.6","5.3","5.2","1.6","5","10.8","18.3"
"ENSG00000105220","GPI","928.3","1663.9","1409.3","1670.8","2411.1","2004.5","2210.2","2083.2","1937","2645.9","1349.1","2851.1"
"ENSG00000172175","MALT1","169.3","194.8","208.9","116.7","168.8","303.6","245.7","245.3","249.2","219.6","230.3","248.6"
"ENSG00000102195","GPR50","9.7","33.9","1.5","16","5.4","4.1","14.7","8.6","18.2","7.2","4.4","3.9"
"ENSG00000231219","PRAMEF32P","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000274107","CR854858.1","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000282216","PRAMEF32P","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000204481","PRAMEF14","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000279169","PRAMEF13","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000234064","PRAMEF29P","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000282741","PRAMEF13","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000282791","PRAMEF28P","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000282817","PRAMEF2","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000120952","PRAMEF2","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000274178","PRAMEF28P","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000283185","PRAMEF28P","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000281121","AC244216.2","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000282549","PRAMEF29P","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000283650","PRAMEF32P","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000116721","PRAMEF1","20.3","10.4","4.5","5.7","13.5","10","11.5","13.1","5.1","4.4","10.9","8.8"
"ENSG00000168066","SF1","1575.3","2010.6","1514.8","1451.1","1086.9","1264.5","2295","835.9","761.5","1075.9","917.3","929.3"
"ENSG00000180245","RRH","24.5","41.6","25.4","16.1","10.4","51.3","6.6","56.8","16.4","23.9","44.7","28.4"
"ENSG00000131323","TRAF3","134.9","148.8","138","75.9","129.7","172.5","79.3","97.1","119","73.5","128.9","143.8"
"ENSG00000122126","OCRL","17.3","21.3","10.2","12.1","79.4","15.4","91.9","51","9.8","94.8","6.2","60.7"
"ENSG00000093217","XYLB","5.3","4.6","2.8","4.7","6.5","3.3","3.2","11.8","3.7","1.9","3.9","3.1"
"ENSG00000102317","RBM3","2024.9","1678.1","1493.6","1932.5","2449.7","1321.9","1670.6","3536.8","1600.3","1228.6","2303.1","1785.5"
"ENSG00000157782","CABP1","11.1","14.9","8.3","33.3","7.1","5.6","7.2","6.3","6.3","3.4","9.2","3"
"ENSG00000008513","ST3GAL1","118.7","42.6","333.3","377.9","166.9","95.5","284.2","234.6","485.9","202","280.8","138.4"
"ENSG00000104537","ANXA13","7.9","50.3","10.4","3.7","42.5","1.7","22.7","43.8","25.4","6.2","61.5","7.4"
"ENSG00000170776","AKAP13","274.8","193.6","426.1","295.4","197.9","152.2","170.1","187.8","204.1","272.9","53.2","95.5"
"ENSG00000197838","CYP2A13","7.9","42","9.8","5","4.3","34.2","13.1","9.4","2.1","9.6","4.6","64.3"
"ENSG00000068305","MEF2A","191.9","104.2","139.4","71.2","175.5","90.8","142.5","151.8","99.3","96.5","115.3","83.6"
"ENSG00000254440","PBOV1","2.6","11.1","11.7","13.4","5.5","17.2","23.5","4.1","27","2.2","4.6","8.6"
"ENSG00000052850","ALX4","8.9","21.3","22.3","33.8","6.1","37.9","8.8","4.5","16.3","8.1","10.8","7.1"
"ENSG00000183753","BPY2","46.1","44.9","2.9","1.7","22.4","21.6","1.5","11.4","3","2.2","7.3","14.2"
"ENSG00000185894","BPY2C","46.1","44.9","2.9","1.7","22.4","21.6","1.5","11.4","3","2.2","7.3","14.2"
"ENSG00000183795","BPY2B","46.1","44.9","2.9","1.7","22.4","21.6","1.5","11.4","3","2.2","7.3","14.2"
"ENSG00000169763","PRYP3","85.6","20","6.1","48.7","38.8","62.4","35.6","120.5","10.1","51.8","13.6","61.3"
"ENSG00000169807","PRY2","85.6","20","6.1","48.7","38.8","62.4","35.6","120.5","10.1","51.8","13.6","61.3"
"ENSG00000172283","PRYP4","85.6","20","6.1","48.7","38.8","62.4","35.6","120.5","10.1","51.8","13.6","61.3"
"ENSG00000169789","PRY","85.6","20","6.1","48.7","38.8","62.4","35.6","120.5","10.1","51.8","13.6","61.3"
"ENSG00000089116","LHX5","9.3","6.6","3.6","11.7","18.1","3.9","9.5","27.8","7.7","12.5","9","6.8"
"ENSG00000138653","NDST4","82.5","2.8","36.7","2.7","8.4","28.3","2","9.3","31","6.7","14.5","2.3"
"ENSG00000213088","ACKR1","39.7","39.4","7","8.3","32","3.7","3.2","10.3","5.2","5.2","8.5","1.7"
"ENSG00000099797","TECR","821.2","1276.6","787.5","729.7","715.1","666.5","569","860.1","736.5","804.5","1432.8","1016.9"
"ENSG00000235043","TECRP1","821.2","1276.6","787.5","729.7","715.1","666.5","569","860.1","736.5","804.5","1432.8","1016.9"
